tag,weight,IBI
tt14_126b,291,19.9
tt14_126b,291,19.2
tt14_126b,291,28
tt14_126b,291,27.9
tt14_126b,291,34.5
tt14_126b,291,34.3
tt14_126b,291,32.1
tt14_126b,291,16.2
tt14_126b,291,16.8
tt14_126b,291,45.1
tt14_126b,291,19
tt14_126b,291,15.7
tt14_126b,291,32.2
tt14_126b,291,15
tt14_126b,291,129.1
tt14_126b,291,9.9
tt14_126b,291,8.6
tt14_126b,291,10.2
tt14_126b,291,9.5
tt14_126b,291,64.6
tt14_126b,291,12.1
tt14_126b,291,11.9
tt14_126b,291,57.1
tt14_126b,291,105.7
tt14_126b,291,7.7
tt14_126b,291,8.6
tt14_126b,291,11.7
tt14_126b,291,74.2
tt14_126b,291,15.9
tt14_126b,291,14.7
tt14_126b,291,19.7
tt14_126b,291,18.3
tt14_126b,291,22.6
tt14_126b,291,22.4
tt14_126b,291,38.6
tt14_126b,291,29.1
tt14_126b,291,29.5
tt14_126b,291,33.7
tt14_126b,291,31.8
tt14_126b,291,52.8
tt14_126b,291,13.4
tt14_126b,291,48.8
tt14_126b,291,37.1
tt14_126b,291,72.6
tt14_126b,291,32.3
tt14_126b,291,16.8
tt14_126b,291,14.5
tt14_126b,291,15
tt14_126b,291,80.3
tt14_126b,291,13.6
tt14_126b,291,15.1
tt14_126b,291,65.9
tt14_126b,291,12.9
tt14_126b,291,11.7
tt14_126b,291,77.6
tt14_126b,291,17.2
tt14_126b,291,76.4
tt14_126b,291,14.1
tt14_126b,291,13.6
tt14_126b,291,59.9
tt14_126b,291,14.5
tt14_126b,291,16.7
tt14_126b,291,27.4
tt14_126b,291,29.6
tt14_126b,291,13
tt14_126b,291,25.2
tt14_126b,291,15.3
tt14_126b,291,128.5
tt14_126b,291,12.5
tt14_126b,291,11.9
tt14_126b,291,18.9
tt14_126b,291,55.7
tt14_126b,291,12
tt14_126b,291,11.9
tt14_126b,291,98.3
tt14_126b,291,15.2
tt14_126b,291,14
tt14_126b,291,13.7
tt14_126b,291,127.2
tt14_126b,291,11.7
tt14_126b,291,12.9
tt14_126b,291,14.2
tt14_126b,291,102.8
tt14_126b,291,22.7
tt14_126b,291,18.3
tt14_126b,291,79.7
tt14_126b,291,14.7
tt14_126b,291,15.5
tt14_126b,291,112.4
tt14_126b,291,13.8
tt14_126b,291,50.6
tt14_126b,291,10.3
tt14_126b,291,9.7
tt14_126b,291,12.2
tt14_126b,291,11.3
tt14_126b,291,11.5
tt14_126b,291,118.6
tt14_126b,291,14.6
tt14_126b,291,17.1
tt14_126b,291,32.1
tt14_126b,291,40.8
tt14_126b,291,24.1
tt14_126b,291,25.4
tt14_126b,291,19.4
tt14_126b,291,26.4
tt14_126b,291,32.3
tt14_126b,291,35.1
tt14_126b,291,44.3
tt14_126b,291,23.9
tt14_126b,291,13.3
tt14_126b,291,35.5
tt14_126b,291,42.9
tt14_126b,291,38.3
tt14_126b,291,55.7
tt14_126b,291,61.5
tt14_126b,291,12.9
tt14_126b,291,11.4
tt14_126b,291,40.9
tt14_126b,291,14.2
tt14_126b,291,85.2
tt14_126b,291,9.9
tt14_126b,291,13.2
tt14_126b,291,59.1
tt14_126b,291,14.1
tt14_126b,291,13.2
tt14_126b,291,11.1
tt14_126b,291,101.2
tt14_126b,291,20.7
tt14_126b,291,14.3
tt14_126b,291,84
tt14_126b,291,7.7
tt14_126b,291,11.1
tt14_126b,291,94.1
tt14_126b,291,10.8
tt14_126b,291,66
tt14_126b,291,12.9
tt14_126b,291,9.3
tt14_126b,291,122.2
tt14_126b,291,9.8
tt14_126b,291,9.7
tt14_126b,291,9.2
tt14_126b,291,120.4
tt14_126b,291,9.3
tt14_126b,291,14.8
tt14_126b,291,15
tt14_126b,291,17.6
tt14_126b,291,83
tt14_126b,291,11.6
tt14_126b,291,16.5
tt14_126b,291,12.5
tt14_126b,291,118.1
tt14_126b,291,23.7
tt14_126b,291,9.5
tt14_126b,291,14.1
tt14_126b,291,14.7
tt14_126b,291,13.3
tt14_126b,291,69.7
tt14_126b,291,17.1
tt14_126b,291,35.6
tt14_126b,291,34.1
tt14_126b,291,34.5
tt14_126b,291,20.5
tt14_126b,291,40.7
tt14_126b,291,56.1
tt14_126b,291,19.1
tt14_126b,291,27.6
tt14_126b,291,31.6
tt14_126b,291,56.2
tt14_126b,291,18.8
tt14_126b,291,20.8
tt14_126b,291,16.1
tt14_126b,291,12.4
tt14_126b,291,83.1
tt14_126b,291,10.2
tt14_126b,291,14.6
tt14_126b,291,14.8
tt14_126b,291,68.9
tt14_126b,291,73.9
tt14_126b,291,9.3
tt14_126b,291,34.1
tt14_126b,291,16.6
tt14_126b,291,14.4
tt14_126b,291,16.2
tt14_126b,291,24.9
tt14_126b,291,77.2
tt14_126b,291,12.7
tt14_126b,291,15.4
tt14_126b,291,16.6
tt14_126b,291,16.1
tt14_126b,291,95.2
tt14_126b,291,12.6
tt14_126b,291,47.9
tt14_126b,291,20.9
tt14_126b,291,15.1
tt14_126b,291,40
tt14_126b,291,11.7
tt14_126b,291,44.3
tt14_126b,291,15.8
tt14_126b,291,28.3
tt14_126b,291,33.8
tt14_126b,291,59.3
tt14_126b,291,13.4
tt14_126b,291,14.8
tt14_126b,291,19.7
tt14_126b,291,76.3
tt14_126b,291,13.2
tt14_126b,291,19.1
tt14_126b,291,54.2
tt14_126b,291,27.2
tt14_126b,291,25.8
tt14_126b,291,23.6
tt14_126b,291,31.7
tt14_126b,291,32.7
tt14_126b,291,35.2
tt14_126b,291,44.1
tt14_126b,291,22
tt14_126b,291,23.8
tt14_126b,291,21.7
tt14_126b,291,30.8
tt14_126b,291,56.3
tt14_126b,291,31.4
tt14_126b,291,22.3
tt14_126b,291,18.9
tt14_126b,291,125.4
tt14_126b,291,4.4
tt14_126b,291,5.1
tt14_126b,291,5
tt14_126b,291,73.8
tt14_126b,291,4.5
tt14_126b,291,5.2
tt14_126b,291,6
tt14_126b,291,63.9
tt14_126b,291,17.9
tt14_126b,291,10
tt14_126b,291,8.3
tt14_126b,291,63.7
tt14_126b,291,10.7
tt14_126b,291,10.9
tt14_126b,291,96.4
tt14_126b,291,31.3
tt14_126b,291,23.2
tt14_126b,291,8.7
tt14_126b,291,65.8
tt14_126b,291,10.2
tt14_126b,291,10.3
tt14_126b,291,62.9
tt14_126b,291,15.2
tt14_126b,291,15.2
tt14_126b,291,18.9
tt14_126b,291,17.9
tt14_126b,291,19.9
tt14_126b,291,93
tt14_126b,291,9
tt14_126b,291,8.9
tt14_126b,291,12.2
tt14_126b,291,16.6
tt14_126b,291,14.6
tt14_126b,291,8.3
tt14_126b,291,10.2
tt14_126b,291,20.6
tt14_126b,291,9.5
tt14_126b,291,10.9
tt14_126b,291,12
tt14_126b,291,23.2
tt14_126b,291,19.1
tt14_126b,291,9.9
tt14_126b,291,12.2
tt14_126b,291,11
tt14_126b,291,11.8
tt14_126b,291,8.9
tt14_126b,291,61
tt14_126b,291,10.7
tt14_126b,291,12.4
tt14_126b,291,67
tt14_126b,291,21.1
tt14_126b,291,10.8
tt14_126b,291,13.5
tt14_126b,291,40.7
tt14_126b,291,11
tt14_126b,291,47.9
tt14_126b,291,46.6
tt14_126b,291,14.4
tt14_126b,291,69.1
tt14_126b,291,10.4
tt14_126b,291,9.7
tt14_126b,291,9.3
tt14_126b,291,41.5
tt14_126b,291,10.5
tt14_126b,291,7.3
tt14_126b,291,39.5
tt14_126b,291,16.7
tt14_126b,291,41.3
tt14_126b,291,20.3
tt14_126b,291,43.2
tt14_126b,291,35.1
tt14_126b,291,14.6
tt14_126b,291,16.6
tt14_126b,291,53.2
tt14_126b,291,14.7
tt14_126b,291,13.9
tt14_126b,291,82.5
tt14_126b,291,12.3
tt14_126b,291,27.9
tt14_126b,291,8.7
tt14_126b,291,41.2
tt14_126b,291,13.2
tt14_126b,291,14.2
tt14_126b,291,74.8
tt14_126b,291,12.9
tt14_126b,291,11.4
tt14_126b,291,69.4
tt14_126b,291,11.7
tt14_126b,291,61.6
tt14_126b,291,9.6
tt14_126b,291,65.7
tt14_126b,291,35.7
tt14_126b,291,28.5
tt14_126b,291,65.3
tt14_126b,291,8.1
tt14_126b,291,87.8
tt14_126b,291,9.8
tt14_126b,291,67
tt14_126b,291,5.9
tt14_126b,291,9.1
tt14_126b,291,78.2
tt14_126b,291,9.2
tt14_126b,291,11.5
tt14_126b,291,7.2
tt14_126b,291,39.9
tt14_126b,291,12.3
tt14_126b,291,81.4
tt14_126b,291,10.8
tt14_126b,291,56.1
tt14_126b,291,8.7
tt14_126b,291,53.7
tt14_126b,291,10.9
tt14_126b,291,72.3
tt14_126b,291,10.6
tt14_126b,291,60.9
tt14_126b,291,20.5
tt14_126b,291,58.3
tt14_126b,291,10.4
tt14_126b,291,26.8
tt14_126b,291,10.9
tt14_126b,291,58.7
tt14_126b,291,52.5
tt14_126b,291,23.4
tt14_126b,291,67.8
tt14_126b,291,12.3
tt14_126b,291,13
tt14_126b,291,72.6
tt14_126b,291,11.3
tt14_126b,291,15.8
tt14_126b,291,119.2
tt14_126b,291,8.6
tt14_126b,291,68.5
tt14_126b,291,7.9
tt14_126b,291,51.3
tt14_126b,291,50.5
tt14_126b,291,7.5
tt14_126b,291,61.6
tt14_126b,291,14.4
tt14_126b,291,66.5
tt14_126b,291,51.7
tt14_126b,291,11.6
tt14_126b,291,82.7
tt14_126b,291,12.2
tt14_126b,291,33
tt14_126b,291,8.9
tt14_126b,291,100
tt14_126b,291,37
tt14_126b,291,57.8
tt14_126b,291,13
tt14_126b,291,78.9
tt14_126b,291,45.8
tt14_126b,291,50.3
tt14_126b,291,7.3
tt14_126b,291,61.5
tt14_126b,291,70.4
tt14_126b,291,44.1
tt14_126b,291,23.2
tt14_126b,291,11.6
tt14_126b,291,62
tt14_126b,291,30.8
tt14_126b,291,16.2
tt14_126b,291,79.1
tt14_126b,291,9.8
tt14_126b,291,56.4
tt14_126b,291,58.5
tt14_126b,291,36.9
tt14_126b,291,46.9
tt14_126b,291,44.8
tt14_126b,291,48.8
tt14_126b,291,61.4
tt14_126b,291,54.5
tt14_126b,291,25.5
tt14_126b,291,31.5
tt14_126b,291,46.1
tt14_126b,291,14.3
tt14_126b,291,41.6
tt14_126b,291,26.6
tt14_126b,291,36
tt14_126b,291,36.9
tt14_126b,291,17.2
tt14_126b,291,26.9
tt14_126b,291,31.3
tt14_126b,291,22.8
tt14_126b,291,62.8
tt14_126b,291,15.3
tt14_126b,291,38.5
tt14_126b,291,24.6
tt14_126b,291,12.4
tt14_126b,291,12
tt14_126b,291,18
tt14_126b,291,19.4
tt14_126b,291,52.3
tt14_126b,291,20.3
tt14_126b,291,44.3
tt14_126b,291,52.4
tt14_126b,291,29.9
tt14_126b,291,10.3
tt14_126b,291,13.3
tt14_126b,291,34.9
tt14_126b,291,13.1
tt14_126b,291,11.4
tt14_126b,291,14.5
tt14_126b,291,20.1
tt14_126b,291,15.4
tt14_126b,291,38.6
tt14_126b,291,24.8
tt14_126b,291,45
tt14_126b,291,34.6
tt14_126b,291,31
tt14_126b,291,66.2
tt14_126b,291,7.2
tt14_126b,291,9.7
tt14_126b,291,56.7
tt14_126b,291,13.8
tt14_126b,291,5.3
tt14_126b,291,35.7
tt14_126b,291,21.1
tt14_126b,291,43.2
tt14_126b,291,44.4
tt14_126b,291,13.7
tt14_126b,291,47.6
tt14_126b,291,28.4
tt14_126b,291,9.4
tt14_126b,291,39.1
tt14_126b,291,40.7
tt14_126b,291,35.8
tt14_126b,291,55.1
tt14_126b,291,14.4
tt14_126b,291,42.8
tt14_126b,291,14.6
tt14_126b,291,47.4
tt14_126b,291,16.3
tt14_126b,291,15.9
tt14_126b,291,89.4
tt14_126b,291,5.1
tt14_126b,291,4.4
tt14_126b,291,5.5
tt14_126b,291,52.8
tt14_126b,291,18.7
tt14_126b,291,11
tt14_126b,291,14.3
tt14_126b,291,19.9
tt14_126b,291,29.4
tt14_126b,291,35.2
tt14_126b,291,16.6
tt14_126b,291,24.4
tt14_126b,291,51.5
tt14_126b,291,40.9
tt14_126b,291,50.1
tt14_126b,291,56
tt14_126b,291,27.2
tt14_126b,291,50.9
tt14_126b,291,36.9
tt14_126b,291,65.2
tt14_126b,291,14.1
tt14_126b,291,13.3
tt14_126b,291,70.4
tt14_126b,291,14.6
tt14_126b,291,15.7
tt14_126b,291,78.4
tt14_126b,291,15.3
tt14_126b,291,64
tt14_126b,291,9.7
tt14_126b,291,47
tt14_126b,291,13.7
tt14_126b,291,59.9
tt14_126b,291,6.3
tt14_126b,291,36.1
tt14_126b,291,24.7
tt14_126b,291,12.1
tt14_126b,291,7.1
tt14_126b,291,50
tt14_126b,291,20.3
tt14_126b,291,19.1
tt14_126b,291,29.2
tt14_126b,291,23.6
tt14_126b,291,49.6
tt14_126b,291,17.8
tt14_126b,291,28.4
tt14_126b,291,57.2
tt14_126b,291,14.8
tt14_126b,291,68.2
tt14_126b,291,35.1
tt14_126b,291,37.7
tt14_126b,291,57.9
tt14_126b,291,22.8
tt14_126b,291,6.1
tt14_126b,291,7.3
tt14_126b,291,75.2
tt14_126b,291,14.8
tt14_126b,291,14.3
tt14_126b,291,41.6
tt14_126b,291,23.9
tt14_126b,291,65.8
tt14_126b,291,36.1
tt14_126b,291,35.1
tt14_126b,291,61
tt14_126b,291,14.5
tt14_126b,291,19.3
tt14_126b,291,17.1
tt14_126b,291,73.6
tt14_126b,291,26.9
tt14_126b,291,49.5
tt14_126b,291,16.8
tt14_126b,291,13.9
tt14_126b,291,53.8
tt14_126b,291,15.5
tt14_126b,291,39.8
tt14_126b,291,55.9
tt14_126b,291,25.7
tt14_126b,291,55.5
tt14_126b,291,28.3
tt14_126b,291,43.5
tt14_126b,291,31.3
tt14_126b,291,39.4
tt14_126b,291,44.3
tt14_126b,291,18
tt14_126b,291,31.7
tt14_126b,291,19.8
tt14_126b,291,16.5
tt14_126b,291,62.4
tt14_126b,291,57.3
tt14_126b,291,45.9
tt14_126b,291,41.9
tt14_126b,291,56.1
tt14_126b,291,24.1
tt14_126b,291,17.2
tt14_126b,291,14.5
tt14_126b,291,15.5
tt14_126b,291,68.5
tt14_126b,291,23.3
tt14_126b,291,89.6
tt14_126b,291,160.9
tt14_126b,291,7.2
tt14_126b,291,8.3
tt14_126b,291,13.9
tt14_126b,291,94.1
tt14_126b,291,16.3
tt14_126b,291,0.1
tt14_126b,291,15.8
tt14_126b,291,16.3
tt14_126b,291,18.9
tt14_126b,291,17.1
tt14_126b,291,22.2
tt14_126b,291,50.4
tt14_126b,291,33.7
tt14_126b,291,62.3
tt14_126b,291,60.1
tt14_126b,291,23.6
tt14_126b,291,67.7
tt14_126b,291,11.9
tt14_126b,291,11.9
tt14_126b,291,23.5
tt14_126b,291,19.8
tt14_126b,291,11.2
tt14_126b,291,28.5
tt14_126b,291,47.8
tt14_126b,291,23.8
tt14_126b,291,19.8
tt14_126b,291,20.5
tt14_126b,291,30.6
tt14_126b,291,32.1
tt14_126b,291,40.1
tt14_126b,291,85.5
tt14_126b,291,29.6
tt14_126b,291,30.4
tt14_126b,291,6.1
tt14_126b,291,38.3
tt14_126b,291,52.3
tt14_126b,291,65.5
tt14_126b,291,6.7
tt14_126b,291,9.5
tt14_126b,291,37.7
tt14_126b,291,5.2
tt14_126b,291,5.6
tt14_126b,291,6.2
tt14_126b,291,49.8
tt14_126b,291,6.8
tt14_126b,291,21.7
tt14_126b,291,50.1
tt14_126b,291,51.3
tt14_126b,291,33
tt14_126b,291,33.2
tt14_126b,291,18.2
tt14_126b,291,143.6
tt14_126b,291,36.7
tt14_126b,291,64.8
tt14_126b,291,57.6
tt14_126b,291,27.5
tt14_126b,291,64.5
tt14_126b,291,11.8
tt14_126b,291,9.2
tt14_126b,291,39.8
tt14_126b,291,13.6
tt14_126b,291,15.7
tt14_126b,291,66.2
tt14_126b,291,9.7
tt14_126b,291,21.8
tt14_126b,291,74.7
tt14_126b,291,30.1
tt14_126b,291,36.8
tt14_126b,291,32.1
tt14_126b,291,47.8
tt14_126b,291,21.6
tt14_126b,291,30.7
tt14_126b,291,37.4
tt14_126b,291,67.6
tt14_126b,291,17.7
tt14_126b,291,37
tt14_126b,291,0
tt14_126b,291,36.9
tt14_126b,291,63.8
tt14_126b,291,48
tt14_126b,291,16.8
tt14_126b,291,65.3
tt14_126b,291,18
tt14_126b,291,23.2
tt14_126b,291,78
tt14_126b,291,12.7
tt14_126b,291,12.5
tt14_126b,291,27.9
tt14_126b,291,60
tt14_126b,291,9.4
tt14_126b,291,8.9
tt14_126b,291,10.5
tt14_126b,291,81.5
tt14_126b,291,15.5
tt14_126b,291,55
tt14_126b,291,31
tt14_126b,291,48
tt14_126b,291,70.3
tt14_126b,291,16.2
tt14_126b,291,43.3
tt14_126b,291,15
tt14_126b,291,24.4
tt14_126b,291,56.1
tt14_126b,291,18.4
tt14_126b,291,40.9
tt14_126b,291,36.7
tt14_126b,291,14.2
tt14_126b,291,14.3
tt14_126b,291,15
tt14_126b,291,105
tt14_126b,291,25.3
tt14_126b,291,42.6
tt14_126b,291,13.3
tt14_126b,291,14.7
tt14_126b,291,52
tt14_126b,291,15.6
tt14_126b,291,84.9
tt14_126b,291,29
tt14_126b,291,10.7
tt14_126b,291,17.6
tt14_126b,291,40.2
tt14_126b,291,18.2
tt14_126b,291,27.5
tt14_126b,291,20.8
tt14_126b,291,22.1
tt14_126b,291,32.9
tt14_126b,291,43
tt14_126b,291,88.3
tt14_126b,291,12.7
tt14_126b,291,13.1
tt14_126b,291,29.5
tt14_126b,291,35
tt14_126b,291,108
tt14_126b,291,17.1
tt14_126b,291,15.6
tt14_126b,291,47.9
tt14_126b,291,75.3
tt14_126b,291,15.5
tt14_126b,291,47.7
tt14_126b,291,18.5
tt14_126b,291,26.3
tt14_126b,291,104.3
tt14_126b,291,32.5
tt14_126b,291,59.6
tt14_126b,291,13.6
tt14_126b,291,35.6
tt14_126b,291,23.9
tt14_126b,291,67.7
tt14_126b,291,30.7
tt14_126b,291,65.9
tt14_126b,291,17.5
tt14_126b,291,24.7
tt14_126b,291,22.1
tt14_126b,291,49.7
tt14_126b,291,59.6
tt14_126b,291,62.7
tt14_126b,291,8.7
tt14_126b,291,10
tt14_126b,291,63.9
tt14_126b,291,34.3
tt14_126b,291,59.3
tt14_126b,291,9
tt14_126b,291,65.2
tt14_126b,291,51.5
tt14_126b,291,16.5
tt14_126b,291,103.3
tt14_126b,291,62
tt14_126b,291,19.1
tt14_126b,291,17.4
tt14_126b,291,57.3
tt14_126b,291,39
tt14_126b,291,12.9
tt14_126b,291,0
tt14_126b,291,55
tt14_126b,291,40.8
tt14_126b,291,39.4
tt14_126b,291,23.4
tt14_126b,291,69.6
tt14_126b,291,12.4
tt14_126b,291,12.3
tt14_126b,291,36.7
tt14_126b,291,64.1
tt14_126b,291,38.7
tt14_126b,291,19.4
tt14_126b,291,57.4
